name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price_per_night,days_since_last_review
PrivateRoom Queens 1block7train 15minManhattan LGA,119110280,Queens,Sunnyside,40.74175,-73.91409,Private room,50,1,4,1,82,50.0,7.0
Sunny room in a 2 bedroom shared apartment,77196523,Manhattan,Harlem,40.82936,-73.9493,Private room,80,2,0,1,15,40.0,0.0
*NEW* Bright Spacious Brooklyn 2 Bedroom Sleeps 9,133005440,Brooklyn,Bedford-Stuyvesant,40.6811,-73.95823,Entire home/apt,125,2,1,2,342,62.5,15.0
TRANQUIL HAVEN-8 MINS TO JFK/LIRR/AIRTRAIN RM#2.,178272943,Queens,Jamaica,40.67207,-73.78094,Private room,60,1,2,4,79,60.0,0.0
Special 1 Bedroom in Prime Location Upper East,269312373,Manhattan,Upper East Side,40.76139,-73.9625,Entire home/apt,200,30,0,2,365,6.666666666666667,0.0
Cozy room available in Brooklyn for July,35616021,Brooklyn,Bedford-Stuyvesant,40.68477,-73.9509,Private room,40,2,1,1,1,20.0,9.0
1BD WITH PRIVATE BATHROOM - VERY COZY & 42 INCH TV,73676969,Bronx,Williamsbridge,40.87877,-73.85044,Private room,55,2,0,3,35,27.5,0.0
Heart of Astoria,5825467,Queens,Astoria,40.76215,-73.91973,Shared room,110,1,1,1,21,110.0,18.0
Cozy Classic Convenient Apartment Near The Park,269345151,Brooklyn,Crown Heights,40.67221,-73.94847,Entire home/apt,100,2,0,1,87,50.0,0.0
Lovely & Spacious 2 Bedroom Apartment,269345069,Brooklyn,Vinegar Hill,40.70112,-73.98402,Entire home/apt,225,2,1,1,303,112.5,11.0
Artist’s Live/Work Space,44245355,Brooklyn,Bushwick,40.68898,-73.91358,Private room,60,7,0,1,24,8.571428571428571,0.0
Discounted! Quiet 1 BR next to Times Square,10745276,Manhattan,Hell's Kitchen,40.75993,-73.99074,Entire home/apt,225,2,0,1,270,112.5,0.0
Industrial artsy loft in Williamsburg,269297229,Brooklyn,Williamsburg,40.71394,-73.96301,Entire home/apt,199,5,0,1,213,39.8,0.0
"Cozy, sunny entire two bedroom Bed-Stuy apartment",23196609,Brooklyn,Bedford-Stuyvesant,40.69386,-73.94192,Entire home/apt,100,4,0,2,0,25.0,0.0
E Z Living In Harlem,244536777,Manhattan,Harlem,40.81745,-73.94441,Entire home/apt,225,3,0,2,235,75.0,0.0
Beautiful private room in 3br apartment!,2367604,Queens,Ridgewood,40.70694,-73.91552,Private room,50,1,0,1,67,50.0,0.0
Beautiful beach apartment,25544585,Queens,Rockaway Beach,40.5847,-73.81387,Entire home/apt,250,2,0,1,52,125.0,0.0
Cozy 2 Bd Apartment in Near Central Park New York,269372955,Manhattan,Upper West Side,40.7875,-73.97511,Entire home/apt,350,4,0,1,324,87.5,0.0
Water View in Battery Park near Statue of Liberty,76572037,Manhattan,Battery Park City,40.70964,-74.01798,Entire home/apt,199,1,0,1,43,199.0,0.0
2 bd 2 bathroom Apartment in Upper East Side,269377869,Manhattan,Upper East Side,40.77223,-73.95082,Entire home/apt,350,4,0,1,337,87.5,0.0
"Sunny, Comfortably Cozy, Private Room",269375490,Brooklyn,Canarsie,40.64567,-73.89091,Private room,45,1,7,1,68,45.0,2.0
Private room overlooking backyard in Bushwick,24342773,Brooklyn,Bushwick,40.70534,-73.92357,Private room,65,1,1,1,188,65.0,15.0
Triplex loft in Williamsburg/MacCarren Park,242152267,Brooklyn,Greenpoint,40.7199,-73.95085,Entire home/apt,199,14,0,1,21,14.214285714285714,0.0
Cozy and Modern 3BR for upto 6 ppl - 4min to metro,269220629,Brooklyn,Crown Heights,40.67671,-73.93991,Entire home/apt,169,4,0,1,324,42.25,0.0
3 COZY LIGHT ROOM BROOKLYN,102292061,Brooklyn,Sheepshead Bay,40.58624,-73.9448,Private room,50,1,5,3,85,50.0,3.0
Stylish and Comfortable 3 Bedrooms in Williamsburg,185968630,Brooklyn,Williamsburg,40.71115,-73.94371,Entire home/apt,210,3,1,1,254,70.0,11.0
Centrally located spacious 1-bedroom apartment,269401661,Manhattan,Murray Hill,40.74942,-73.9817,Entire home/apt,95,1,7,1,54,95.0,9.0
Room with Private Bathroom near Times Square,211196034,Manhattan,Hell's Kitchen,40.75895,-73.99509,Private room,189,4,1,1,8,47.25,6.0
Artists cave,226970380,Manhattan,East Village,40.72555,-73.98198,Entire home/apt,145,1,3,1,84,145.0,6.0
Bright Designer's Flat in E Williamsburg,104905299,Brooklyn,Williamsburg,40.7069,-73.9436,Entire home/apt,159,14,0,1,345,11.357142857142858,0.0
Best Location! Massive 5BR Townhouse w/ Deck!,255306962,Manhattan,Midtown,40.7624,-73.9693,Entire home/apt,299,30,2,1,248,9.966666666666667,12.0
TWO BEDROOM IN BEST PART OF BROOKLYN!! SLEEPS 6!!,262583834,Brooklyn,Bedford-Stuyvesant,40.69069,-73.9298,Entire home/apt,399,3,3,1,235,133.0,1.0
Quiet space in Brooklyn,3599030,Brooklyn,Crown Heights,40.67555,-73.95298,Private room,85,2,0,1,363,42.5,0.0
SO CHILL!! Very spacious and cozy bk apartment !!,269470349,Brooklyn,Bushwick,40.70146,-73.91932,Entire home/apt,75,2,3,1,163,37.5,10.0
Cute East village one bedroom apartment for 3,240141402,Manhattan,East Village,40.72607,-73.97622,Entire home/apt,145,4,0,1,26,36.25,0.0
Comfortable and modern one bedroom in Midtown West,269308830,Manhattan,Hell's Kitchen,40.75395,-73.99593,Entire home/apt,168,5,0,1,50,33.6,0.0
NEW Modern Entire 2Bed Parkview Unforgettable,257647514,Brooklyn,Bushwick,40.69185,-73.91073,Entire home/apt,150,3,1,2,21,50.0,11.0
Gorgeous 3 bedroom close to Manhattan,138729500,Queens,Astoria,40.76067,-73.9198,Entire home/apt,225,2,2,1,277,112.5,8.0
1 bedroom apt close to Times Square,213156539,Manhattan,Hell's Kitchen,40.76171,-73.98728,Entire home/apt,177,2,1,1,125,88.5,14.0
West village gem with private backyard,217852396,Manhattan,West Village,40.73895,-74.00268,Entire home/apt,199,5,0,1,122,39.8,0.0
Luxury Spacious Up To 5 Bedroom House in Brooklyn,269499114,Brooklyn,Sheepshead Bay,40.60467,-73.94243,Entire home/apt,139,1,5,1,162,139.0,1.0
Amazing apartment half block away from the subway,64185868,Brooklyn,Bedford-Stuyvesant,40.67822,-73.90938,Private room,50,5,1,1,32,10.0,19.0
MIDTOWN EAST 2 BEDROOM,221200420,Manhattan,Murray Hill,40.74554,-73.97368,Entire home/apt,300,30,0,23,349,10.0,0.0
MURRAY HILL LUXURY 2 BEDROOMS,221200420,Manhattan,Murray Hill,40.74833,-73.97253,Entire home/apt,280,30,0,23,336,9.333333333333334,0.0
Bright 3bd/1ba Apartment in the heart of Brooklyn,219908197,Brooklyn,Williamsburg,40.71693,-73.94267,Entire home/apt,295,2,1,3,354,147.5,15.0
MURRAY HILL LUXURY APARTMENT,221200420,Manhattan,Murray Hill,40.74964,-73.97203,Entire home/apt,280,30,0,23,336,9.333333333333334,0.0
★ Easy Access to the Best of Brooklyn - Tree Top ★,393473,Brooklyn,Bedford-Stuyvesant,40.69221,-73.95168,Entire home/apt,116,2,4,2,156,58.0,6.0
Beautiful Designed Studio Right of Grand Central!!,263205756,Manhattan,Midtown,40.75229,-73.96953,Entire home/apt,155,1,2,1,300,155.0,8.0
Large 2Bedroom Apartment right off Grand Central!!,20053314,Manhattan,Midtown,40.75161,-73.97025,Entire home/apt,175,1,0,1,250,175.0,0.0
"Open floor plan, 1,000 Sq ft in Bed-Stuy",6346488,Brooklyn,Bedford-Stuyvesant,40.68218,-73.92129,Private room,120,2,1,1,97,60.0,15.0
Private Bathroom Bedroom Close to Subway,256479489,Brooklyn,Bath Beach,40.60544,-74.00137,Private room,59,1,0,2,364,59.0,0.0
Beautiful 2 bedroom by Grand Central and the UN!!!,79008205,Manhattan,Midtown,40.75109,-73.97086,Entire home/apt,155,1,0,2,244,155.0,0.0
"Large Apt with Patio, walking to Times Square!!!!!",79008205,Manhattan,Midtown,40.75225,-73.97107,Entire home/apt,165,1,0,2,330,165.0,0.0
Stunning Duplex in prime Park Slope!,116535992,Brooklyn,Park Slope,40.67853,-73.97749,Entire home/apt,250,5,0,1,14,50.0,0.0
"Large Apartment with Patio, Walk to Times Square!!",142408357,Manhattan,Midtown,40.75209,-73.96944,Entire home/apt,165,1,0,1,341,165.0,0.0
Big 1 Bedroom located in Union Square,95000637,Manhattan,Gramercy,40.73592,-73.98993,Entire home/apt,295,2,1,1,0,147.5,7.0
Spacious room in beautiful Manhattan apartment!,20788222,Manhattan,Harlem,40.81216,-73.95036,Private room,150,1,1,1,59,150.0,15.0
Luxury 5 Bedroom | 3 Bathroom South Street Seaport,268445572,Manhattan,Financial District,40.70662,-74.00258,Entire home/apt,750,3,0,1,352,250.0,0.0
Spacious Williamsburg Loft/Apartment,5900670,Brooklyn,Williamsburg,40.71401,-73.96572,Entire home/apt,140,4,0,1,24,35.0,0.0
Bohemian Garden Apartment,359692,Brooklyn,Clinton Hill,40.69229,-73.96774,Entire home/apt,115,2,1,1,26,57.5,8.0
Charming Studio in the heart of the West Village,35733814,Manhattan,West Village,40.73559,-73.99985,Entire home/apt,199,30,0,1,340,6.633333333333334,0.0
Williamsburg Apartment,82674375,Brooklyn,Williamsburg,40.70898,-73.94885,Entire home/apt,140,500,0,1,331,0.28,0.0
Sunny spacious quiet bedroom with a full bath.,47131399,Brooklyn,Bedford-Stuyvesant,40.67925,-73.94286,Private room,80,1,1,1,22,80.0,2.0
BEAUTIFUL WEST VILLAGE APARTMENT,22550881,Manhattan,West Village,40.73895,-74.00393,Entire home/apt,151,1,1,1,8,151.0,3.0
Brooklyn @ Bedford,24933402,Brooklyn,Williamsburg,40.71582,-73.9573,Private room,75,9,0,1,310,8.333333333333334,0.0
Gorgeous Duplex 2BED/1.5BA  Modern,269242923,Manhattan,Kips Bay,40.7449,-73.97888,Entire home/apt,288,5,2,1,74,57.6,8.0
Cozy Large Sunny Artist Retreat 10min to Manhattan,269114687,Brooklyn,Williamsburg,40.71799,-73.95826,Entire home/apt,188,5,1,1,51,37.6,8.0
Oversize Brooklyn duplex with backyard!,73612539,Brooklyn,Bedford-Stuyvesant,40.68616,-73.94969,Entire home/apt,195,2,0,2,7,97.5,0.0
Large 2-bedroom 2-bath Apt by Central Park,8066407,Manhattan,Harlem,40.79981,-73.95436,Entire home/apt,250,4,0,1,13,62.5,0.0
Beautiful apartment. Coolest area of Bed-Stuy!,23831257,Brooklyn,Bedford-Stuyvesant,40.68269,-73.92931,Private room,50,7,0,2,214,7.142857142857143,0.0
Light filled studio apt with expansive city view,106823925,Brooklyn,Downtown Brooklyn,40.68886,-73.98303,Entire home/apt,100,2,0,1,69,50.0,0.0
Empire State Jazz! Superb location!,269585762,Manhattan,Midtown,40.74894,-73.98788,Entire home/apt,99,1,2,1,264,99.0,16.0
Brooklyn's Best Location ~ Kingsland Paradise,27007200,Brooklyn,Williamsburg,40.7193,-73.93993,Entire home/apt,125,7,0,1,29,17.857142857142858,0.0
Private Bedroom in Bushwick Townhouse,6237789,Brooklyn,Bushwick,40.69209,-73.91882,Private room,50,7,1,1,18,7.142857142857143,9.0
"Layton Apt. Is Only 20 Min Ride into Manhattan, NY",269592097,Staten Island,St. George,40.64244,-74.08494,Entire home/apt,78,2,0,1,342,39.0,0.0
Cozy 2 bedroom apt in Astoria / Long Island City,201153591,Queens,Astoria,40.76595,-73.92656,Entire home/apt,215,2,2,2,153,107.5,1.0
*Nice and Cozy private Bedroom*,13059803,Queens,Jackson Heights,40.7574,-73.85825,Private room,60,2,2,1,326,30.0,7.0
Large bedroom in super large elevator building,153313824,Manhattan,Inwood,40.86471,-73.92474,Private room,100,1,0,1,365,100.0,0.0
Scandinavian style 1Br with city view,103125301,Brooklyn,Williamsburg,40.71043,-73.95963,Entire home/apt,175,30,0,1,154,5.833333333333333,0.0
Private floor in historic Bed Stuy next to subway,110026,Brooklyn,Bedford-Stuyvesant,40.68034,-73.93991,Entire home/apt,87,1,0,1,9,87.0,0.0
Santa’s Party House,269606659,Brooklyn,Bushwick,40.69874,-73.92969,Entire home/apt,150,2,0,1,365,75.0,0.0
A Modern Studio in the heart of Midtown West,188338351,Manhattan,Hell's Kitchen,40.75654,-74.00012,Entire home/apt,177,1,5,1,86,177.0,8.0
"spacious room, subway, LIRR &private parking",26802715,Queens,Flushing,40.76731,-73.8222,Private room,54,4,0,2,68,13.5,0.0
Cozy perfection in the middle of everything,2880794,Brooklyn,Park Slope,40.67757,-73.98037,Entire home/apt,115,3,1,1,29,38.333333333333336,6.0
"Sunny, quiet 2 BR apt in the heart of Manhattan",200782217,Manhattan,Chelsea,40.74325,-73.99528,Entire home/apt,223,3,0,1,169,74.33333333333333,0.0
Clean Quiet 1BR in lovely doorman FiDi building,5339419,Manhattan,Financial District,40.71133,-74.00676,Entire home/apt,220,4,0,1,6,55.0,0.0
"private room & bathroom, 500 ft away from beach.",5334994,Queens,Arverne,40.58921,-73.79967,Private room,75,2,3,1,79,37.5,8.0
Luxury 3 Stops to Times Square,13107477,Manhattan,Harlem,40.82024,-73.94362,Entire home/apt,125,2,1,1,266,62.5,3.0
LUXURY apartment in the upper east side .,233756380,Manhattan,Upper East Side,40.77098,-73.9524,Entire home/apt,115,2,1,1,234,57.5,14.0
Brooklyn.,67302443,Brooklyn,Crown Heights,40.66603,-73.92925,Shared room,50,1,0,1,314,50.0,0.0
Entire apartment 3BDR 2BR,493545,Brooklyn,Crown Heights,40.67398,-73.94669,Entire home/apt,250,1,0,2,22,250.0,0.0
"Modern Astoria ""Crib""",269635110,Queens,Long Island City,40.75527,-73.93125,Entire home/apt,125,2,1,1,346,62.5,15.0
bushwick dream,161467377,Brooklyn,Bushwick,40.69689,-73.92566,Entire home/apt,189,2,1,1,24,94.5,8.0
Modern & Hip Building - Quiet Room - Elevator!,4239407,Manhattan,Chinatown,40.71658,-73.99065,Private room,89,2,0,2,10,44.5,0.0
★ AMAZING★ TIME SQUARE/ 2 Bedroom 3 Bed APT,266992480,Manhattan,Hell's Kitchen,40.76558,-73.98855,Entire home/apt,500,1,4,2,2,500.0,2.0
"Spacious, cozy and bright bedroom in Sunset Park",39259484,Brooklyn,Sunset Park,40.64458,-74.02001,Private room,50,2,0,1,20,25.0,0.0
south bronx luxury amenities building,269656657,Bronx,Port Morris,40.80855,-73.92948,Entire home/apt,220,30,0,1,180,7.333333333333333,0.0
Private Room in Ridgewood 25 mins from Manhattan!!,269664482,Queens,Ridgewood,40.70774,-73.90929,Private room,60,3,0,1,365,20.0,0.0
Convenient Private Master Room Prime Time Square!,2196491,Manhattan,Theater District,40.75696,-73.98323,Private room,65,14,0,3,85,4.642857142857143,0.0
Convenient Private Room in Middle of Times Square!,2196491,Manhattan,Theater District,40.75675,-73.98514,Private room,70,14,0,3,35,5.0,0.0
Beautiful bedroom in NYC! Minutes to Central Park!,268807394,Manhattan,East Harlem,40.80143,-73.93916,Private room,80,3,0,3,205,26.666666666666668,0.0
Stunning bedroom!! Walking to Central Park!!!,130617332,Manhattan,Harlem,40.81226,-73.94349,Private room,80,3,0,3,187,26.666666666666668,0.0
GRAND OPENING  3 levels tons of sunlights 25%off,269707834,Bronx,Wakefield,40.89198,-73.84779,Entire home/apt,309,2,0,1,168,154.5,0.0
Awesome private room with queen-size bed,268572259,Brooklyn,Bushwick,40.70489,-73.92558,Private room,78,30,0,3,325,2.6,0.0
The Foodie Pad,269718824,Manhattan,Harlem,40.81436,-73.95399,Private room,119,3,0,1,5,39.666666666666664,0.0
Spectacular Sunny 3Br | 2Ba,268612146,Manhattan,Financial District,40.70762,-74.00233,Entire home/apt,600,3,0,1,355,200.0,0.0
Dreamy bright Nook,4107600,Brooklyn,Bushwick,40.70379,-73.91708,Private room,50,2,0,3,77,25.0,0.0
"Cute, Tidy Room in the Best Part of Crown Heights!",37678089,Brooklyn,Crown Heights,40.67459,-73.9576,Private room,65,1,0,1,342,65.0,0.0
Amazing West Village ✌ Location is ♕NYC,269076400,Manhattan,Greenwich Village,40.73054,-74.00061,Entire home/apt,323,1,5,1,185,323.0,3.0
"Backyard in BK, Modern Reno, Sleeps 6, Walk 2train",53648985,Brooklyn,Crown Heights,40.67612,-73.93722,Entire home/apt,300,2,1,1,58,150.0,7.0
2bdrms lrg prime Williamsburg apt in townhouse,269652307,Brooklyn,Williamsburg,40.71325,-73.95874,Entire home/apt,170,1,1,1,77,170.0,10.0
Cozy and Clean entire home,23533897,Brooklyn,Crown Heights,40.6758,-73.95091,Entire home/apt,1500,2,0,7,267,750.0,0.0
STUNNING SPACIOUS KING SIZE -BEDROOM NEAR COLUMBIA,2542371,Manhattan,Upper West Side,40.79829,-73.97266,Entire home/apt,174,30,0,1,1,5.8,0.0
Cozy Private Room in Ditmars Astoria,15678733,Queens,Ditmars Steinway,40.77379,-73.91291,Private room,56,4,0,1,350,14.0,0.0
Trendy&Fun Family Home|15min to Midtown Manhattan,91926697,Queens,Long Island City,40.75943,-73.92901,Entire home/apt,350,2,2,1,330,175.0,4.0
Best Location in NYC | 2 Bedroom Gem!,268066785,Manhattan,Midtown,40.75549,-73.96938,Entire home/apt,350,3,0,1,280,116.66666666666667,0.0
Spacious Modern Apt. Near JFK Airport and Trains,269763887,Queens,Jamaica,40.68636,-73.78866,Entire home/apt,129,2,3,1,348,64.5,1.0
Brand new 1Bedroom apartment with private terrace,81957246,Queens,Long Island City,40.75041,-73.93761,Entire home/apt,175,7,1,1,17,25.0,15.0
Luxury 2 bed in Crown Heights.,267593494,Brooklyn,Crown Heights,40.67532,-73.90891,Entire home/apt,150,3,0,1,73,50.0,0.0
A Place to stay in Brooklyn,269334919,Brooklyn,Borough Park,40.63979,-73.98633,Entire home/apt,150,1,2,1,44,150.0,7.0
THE WHITE HOUSE BEDROOM 1,269775225,Bronx,Port Morris,40.80146,-73.91673,Private room,125,3,0,2,365,41.666666666666664,0.0
New Cozy Studio on the UES with Gym and Pool #6127,130270076,Manhattan,East Harlem,40.78672,-73.9488,Entire home/apt,180,30,0,2,341,6.0,0.0
Empire State Building Area,269579151,Manhattan,Midtown,40.74801,-73.98592,Entire home/apt,229,3,0,1,65,76.33333333333333,0.0
"Updated Studio apartment, clean and fresh",158458681,Brooklyn,Bushwick,40.69406,-73.9255,Entire home/apt,99,1,5,1,57,99.0,3.0
Room in a lovely loft with waterfront view,258654859,Brooklyn,Williamsburg,40.71735,-73.96441,Private room,80,8,1,1,157,10.0,14.0
Brand New 1 Bed in Full Service Building #6125,35098529,Manhattan,Kips Bay,40.7441,-73.97683,Entire home/apt,170,30,0,5,213,5.666666666666667,0.0
LOFTED BED IN CONVERTED FACTORY LOFT NEAR 2 METROS,35606248,Brooklyn,Bushwick,40.70301,-73.92552,Private room,63,2,0,5,358,31.5,0.0
Sonder | 116 John | Classic 1BR + Gym,219517861,Manhattan,Financial District,40.70852,-74.0051,Entire home/apt,198,29,0,327,345,6.827586206896552,0.0
Sonder | 116 John | Classic Studio + Gym,219517861,Manhattan,Financial District,40.70802,-74.00642,Entire home/apt,180,29,0,327,338,6.206896551724138,0.0
NYC West Village Charming 2 Bedroom APT,269799543,Manhattan,West Village,40.73558,-74.00492,Entire home/apt,550,3,0,1,353,183.33333333333334,0.0
Huge 1 bedroom w/ a backyard near the heart of nyc,226414996,Queens,Ditmars Steinway,40.7717,-73.90799,Entire home/apt,90,3,0,2,21,30.0,0.0
LOVELY 1 BR APARTMENT IN THE HEART OF GREENPOINT,5564361,Brooklyn,Greenpoint,40.73109,-73.95267,Entire home/apt,130,3,1,1,43,43.333333333333336,11.0
Sonder | 116 John | Vibrant Studio + Fitness Room,219517861,Manhattan,Financial District,40.70818,-74.00631,Entire home/apt,135,29,0,327,339,4.655172413793103,0.0
Sonder | 116 John | Vibrant 1BR + Fitness Room,219517861,Manhattan,Financial District,40.70691,-74.00682,Entire home/apt,165,29,0,327,342,5.689655172413793,0.0
Sonder | 116 John | Stunning 1BR + Rooftop,219517861,Manhattan,Financial District,40.70772,-74.00673,Entire home/apt,165,29,0,327,347,5.689655172413793,0.0
Exquisite 3Br 2Ba Gem in UES,268623761,Manhattan,Upper East Side,40.76891,-73.95289,Entire home/apt,600,3,0,1,357,200.0,0.0
Charming Room 1 with 2 Beds Close to 2 Metros,72957132,Brooklyn,Bedford-Stuyvesant,40.68698,-73.95514,Private room,70,2,0,3,291,35.0,0.0
"Full size bedroom in a duplex, private garden view",4521174,Brooklyn,Crown Heights,40.67032,-73.93957,Private room,65,7,0,3,63,9.285714285714286,0.0
TOTALLY RENOVATED LARGE APT. MINUTES TO MANHATTAN,269818817,Queens,Ridgewood,40.70305,-73.89614,Entire home/apt,230,4,0,2,142,57.5,0.0
Bright and Spacious Apartment in East Williamsburg,269818165,Brooklyn,Williamsburg,40.71171,-73.9454,Private room,60,3,0,1,0,20.0,0.0
Cozy and beautiful studio near Times Square,269822898,Manhattan,Hell's Kitchen,40.76097,-74.00026,Entire home/apt,135,1,1,1,9,135.0,7.0
Cozy room with Queen Bed close to Columbia Uni,41434577,Manhattan,Morningside Heights,40.80413,-73.96556,Private room,49,30,0,1,32,1.6333333333333333,0.0
HUGE Brick studio apartment SECONDS from subway!,55190776,Manhattan,Upper East Side,40.78539,-73.95062,Entire home/apt,156,1,0,1,7,156.0,0.0
2 Bedroom w/ King Bed in Greenpoint BK,146636596,Brooklyn,Greenpoint,40.72845,-73.95791,Entire home/apt,300,2,1,1,24,150.0,15.0
Cozy & Modern Chelsea Studio,141760353,Manhattan,Chelsea,40.74526,-74.00605,Entire home/apt,269,1,4,1,122,269.0,3.0
JFKQueensComfort. Private Room -Welcome Long Stays,105444832,Queens,Woodhaven,40.68931,-73.85485,Private room,35,9,0,1,246,3.888888888888889,0.0
Dikeman comfort,261779182,Brooklyn,Red Hook,40.67568,-74.00997,Entire home/apt,125,2,1,2,325,62.5,17.0
3 Bedroom Apartment in Forest Hills. Sleeps 8.,269836191,Queens,Forest Hills,40.73352,-73.84721,Entire home/apt,250,2,0,1,160,125.0,0.0
"Harlem Hidden Gem,Clean, Affordable and Convenient",269838822,Manhattan,Harlem,40.80549,-73.95136,Private room,80,2,0,1,352,40.0,0.0
#3 Hotel-Like LOFT Private Room KING Bed Near JFK,263504959,Queens,Woodhaven,40.69298,-73.86396,Private room,50,1,6,8,288,50.0,4.0
Cozy 3bdr Brooklyn Home in East Flatbush,269840768,Brooklyn,Flatlands,40.62585,-73.9392,Entire home/apt,300,4,0,1,163,75.0,0.0
A wonderfull suite in Brooklyn,269342470,Brooklyn,Borough Park,40.64116,-73.98589,Entire home/apt,67,1,1,2,48,67.0,11.0
Three Bedroom Apartment Steps from Union Square,269233466,Manhattan,East Village,40.72936,-73.98298,Entire home/apt,400,3,2,1,336,133.33333333333334,1.0
Modern house (2 BR Apt) • 30Mins from Time Square1,76360760,Queens,Woodside,40.744,-73.90185,Entire home/apt,169,1,0,1,60,169.0,0.0
